Campaign Name,Ad Group Name,Ad Name,Final URL,Headline 1,Headline 2,Description 1,Description 2,Call to Action,Video Script,Status
4H_2026_YouTube_grout,grout_video,GR-YT-VD-5,https://grout.city/grout?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_grout_social_proof_hook&utm_content=yt_video_5&utm_term=owners_1-10,Trade owners switched. So shou,AI answers your trade calls,[HOOK] Trade businesses across the country added AI answering and stopped losing jobs over,$79/mo. No contracts. See it live.,Get it now,[HOOK] Trade businesses across the country added AI answering and stopped losing jobs overnight. [PROOF] The ones who didn't? Still bleeding calls. [CTA] grout.city — $79/mo. Start today.,ACTIVE
4H_2026_YouTube_hitch,hitch_video,HI-YT-VD-1,https://hitch.city/hitch?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_hitch_problem_hook&utm_content=yt_video_1&utm_term=owners_1-10,Every missed call = a lost job,AI answers your trade calls,[HOOK] You just missed a call. That was a job. [PROBLEM] Every tow operation loses thousan,$79/mo. No contracts. See it live.,See it live,[HOOK] You just missed a call. That was a job. [PROBLEM] Every tow operation loses thousands per year to voicemail. [SOLUTION] hitch.city puts AI on your phones — $79/mo — so every call gets answered. [CTA] See it at hitch.city.,ACTIVE
4H_2026_YouTube_hitch,hitch_video,HI-YT-VD-2,https://hitch.city/hitch?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_hitch_demo_hook&utm_content=yt_video_2&utm_term=owners_1-10,Hear your AI receptionist.,AI answers your trade calls,[HOOK] Listen to what your callers hear when AI answers your tow operation. [DEMO] Profess,$79/mo. No contracts. See it live.,Hear it,"[HOOK] Listen to what your callers hear when AI answers your tow operation. [DEMO] Professional greeting, appointment booking, call routing — all AI, all $79/mo. [CTA] Hear it yourself at hitch.city.",ACTIVE
4H_2026_YouTube_hitch,hitch_video,HI-YT-VD-3,https://hitch.city/hitch?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_hitch_story_hook&utm_content=yt_video_3&utm_term=owners_1-10,3 calls in. 2 booked. AI did i,AI answers your trade calls,[HOOK] A tow operation owner was towing when three calls came in. AI answered all three. T,$79/mo. No contracts. See it live.,Start free,[HOOK] A tow operation owner was towing when three calls came in. AI answered all three. Two booked. [STORY] That's the power of never missing a call. [CTA] Start at hitch.city for $79/mo.,ACTIVE
4H_2026_YouTube_hitch,hitch_video,HI-YT-VD-4,https://hitch.city/hitch?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_hitch_objection_hook&utm_content=yt_video_4&utm_term=owners_1-10,Sounds fake. Isn't. Hear it.,AI answers your trade calls,"[HOOK] ""AI answering sounds fake."" [OBJECTION KILL] Let us prove you wrong. Real voice, re",$79/mo. No contracts. See it live.,Hear it,"[HOOK] ""AI answering sounds fake."" [OBJECTION KILL] Let us prove you wrong. Real voice, real responses, real bookings. [CTA] hitch.city — hear it free before you pay a cent. $79/mo after.",ACTIVE
4H_2026_YouTube_hitch,hitch_video,HI-YT-VD-5,https://hitch.city/hitch?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_hitch_social_proof_hook&utm_content=yt_video_5&utm_term=owners_1-10,Trade owners switched. So shou,AI answers your trade calls,[HOOK] Trade businesses across the country added AI answering and stopped losing jobs over,$79/mo. No contracts. See it live.,Get it now,[HOOK] Trade businesses across the country added AI answering and stopped losing jobs overnight. [PROOF] The ones who didn't? Still bleeding calls. [CTA] hitch.city — $79/mo. Start today.,ACTIVE
4H_2026_YouTube_hydrovac,hydrovac_video,HV-YT-VD-1,https://hydrovac.city/hydrovac?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_hydrovac_problem_hook&utm_content=yt_video_1&utm_term=owners_1-10,Every missed call = a lost job,AI answers your trade calls,[HOOK] You just missed a call. That was a job. [PROBLEM] Every hydrovac company loses thou,$79/mo. No contracts. See it live.,See it live,[HOOK] You just missed a call. That was a job. [PROBLEM] Every hydrovac company loses thousands per year to voicemail. [SOLUTION] hydrovac.city puts AI on your phones — $79/mo — so every call gets answered. [CTA] See it at hydrovac.city.,ACTIVE
4H_2026_YouTube_hydrovac,hydrovac_video,HV-YT-VD-2,https://hydrovac.city/hydrovac?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_hydrovac_demo_hook&utm_content=yt_video_2&utm_term=owners_1-10,Hear your AI receptionist.,AI answers your trade calls,[HOOK] Listen to what your callers hear when AI answers your hydrovac company. [DEMO] Prof,$79/mo. No contracts. See it live.,Hear it,"[HOOK] Listen to what your callers hear when AI answers your hydrovac company. [DEMO] Professional greeting, appointment booking, call routing — all AI, all $79/mo. [CTA] Hear it yourself at hydrovac.city.",ACTIVE
4H_2026_YouTube_hydrovac,hydrovac_video,HV-YT-VD-3,https://hydrovac.city/hydrovac?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_hydrovac_story_hook&utm_content=yt_video_3&utm_term=owners_1-10,3 calls in. 2 booked. AI did i,AI answers your trade calls,[HOOK] A hydrovac company owner was excavating when three calls came in. AI answered all t,$79/mo. No contracts. See it live.,Start free,[HOOK] A hydrovac company owner was excavating when three calls came in. AI answered all three. Two booked. [STORY] That's the power of never missing a call. [CTA] Start at hydrovac.city for $79/mo.,ACTIVE
4H_2026_YouTube_hydrovac,hydrovac_video,HV-YT-VD-4,https://hydrovac.city/hydrovac?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_hydrovac_objection_hook&utm_content=yt_video_4&utm_term=owners_1-10,Sounds fake. Isn't. Hear it.,AI answers your trade calls,"[HOOK] ""AI answering sounds fake."" [OBJECTION KILL] Let us prove you wrong. Real voice, re",$79/mo. No contracts. See it live.,Hear it,"[HOOK] ""AI answering sounds fake."" [OBJECTION KILL] Let us prove you wrong. Real voice, real responses, real bookings. [CTA] hydrovac.city — hear it free before you pay a cent. $79/mo after.",ACTIVE
4H_2026_YouTube_hydrovac,hydrovac_video,HV-YT-VD-5,https://hydrovac.city/hydrovac?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_hydrovac_social_proof_hook&utm_content=yt_video_5&utm_term=owners_1-10,Trade owners switched. So shou,AI answers your trade calls,[HOOK] Trade businesses across the country added AI answering and stopped losing jobs over,$79/mo. No contracts. See it live.,Get it now,[HOOK] Trade businesses across the country added AI answering and stopped losing jobs overnight. [PROOF] The ones who didn't? Still bleeding calls. [CTA] hydrovac.city — $79/mo. Start today.,ACTIVE
