Campaign Name,Ad Name,Headline,Introductory Text,Destination URL,Image URL,Call to Action,Status
4H_2026_sentry_awareness,LI-SY3,Security clients hire the most responsive company,"When a homeowner needs security, they're not shopping price — they're shopping trust and speed. The alarm company that answers first, sounds professional, and follows up wins. Saw.City makes that you, for $79/mo.",https://sentry.city/sentry?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_sentry_trust&utm_content=sy3_hk3_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/security-alarms-hero.jpg,Hear it,ACTIVE
4H_2026_sentry_awareness,LI-SY4,Security installers capture more urgent calls,"Contractors like you are already answering more calls with Saw.City. Security alarm installers using our AI capture every fear-triggered inquiry they used to miss on-site. $79/mo, no contract.",https://sentry.city/sentry?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_sentry_retarget-social-proof&utm_content=sy4_hk4_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/security-alarms-hero.jpg,Start now,ACTIVE
4H_2026_esthetician_awareness,ES-LI-RT-2,You've seen it. Now run it.,You checked out esthetician.city. Here's the real question: how many calls did you miss while reading this? Start for $79/mo.,https://esthetician.city/esthetician?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_esthetician_try_it&utm_content=li_retarget_static_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/esthetics-hero.png,Start free,ACTIVE
4H_2026_sentry_awareness,LI-SY5,One security system pays 3 months of Saw.City,"Saw.City is $79/mo. One home security install is worth $800–$2,500 plus recurring monitoring. You're missing fear-motivated leads every week. Those are the highest-converting calls in your market — stop sending them to voicemail.",https://sentry.city/sentry?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_sentry_retarget-roi&utm_content=sy5_hk5_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/security-alarms-hero.jpg,Get it now,ACTIVE
4H_2026_sentry_awareness,LI-SY6,"Answer every fear-motivated call, instantly",You've been thinking about this. Security alarm contractors like you are using Saw.City to capture every urgent call. Setup: 15 minutes. Your next post-scare inquiry gets answered. Start now.,https://sentry.city/sentry?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_sentry_retarget-easy&utm_content=sy6_hk6_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/security-alarms-hero.jpg,Start free,ACTIVE
4H_2026_sentry_awareness,LI-SY7,They had a break-in. They called you. Voicemail.,"HOOK: 'Last night someone broke into their house. This morning they called you.' Show the fear, the urgency, the call going to voicemail. Show them booking the competitor who answered. Saw.City answers for you. CTA: See it at sentry.city",https://sentry.city/sentry?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_sentry_video-fear-trigger&utm_content=sy7_hk7_video&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/security-alarms-hero.jpg,See it live,ACTIVE
4H_2026_sentry_awareness,LI-SY8,Hear the AI handle a security inquiry,"HOOK: Play Saw.City handling an urgent security call — type of system, timeline, property details, contact capture. Show the professionalism that earns trust. CTA: Try it free at sentry.city",https://sentry.city/sentry?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_sentry_video-demo&utm_content=sy8_hk8_video&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/security-alarms-hero.jpg,See it live,ACTIVE
4H_2026_esthetician_awareness,ES-LI-AW-1,Stop missing calls. Start winning jobs.,A missed spa call means a client booked somewhere else. Every unanswered call is money walking out the door. esthetician.city — AI answers every call for $79/mo.,https://esthetician.city/esthetician?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_esthetician_missed_call&utm_content=li_aware_static_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/esthetics-hero.png,See it live,ACTIVE
4H_2026_esthetician_awareness,ES-LI-AW-2,First to answer wins. Always.,The esthetics studio that answers first wins the job. Simple math. esthetician.city puts AI on your phones 24/7 for $79/mo.,https://esthetician.city/esthetician?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_esthetician_first_answer&utm_content=li_aware_static_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/esthetics-hero.png,Hear it,ACTIVE
4H_2026_esthetician_awareness,ES-LI-AW-3,AI answers. You close the job.,What if every call to your esthetics studio got answered — even at 11pm? esthetician.city makes it real for $79/mo.,https://esthetician.city/esthetician?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_esthetician_ai_answers&utm_content=li_aware_static_3&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/esthetics-hero.png,Start free,ACTIVE
4H_2026_esthetician_awareness,ES-LI-RT-1,Your competitors already answered.,Hundreds of trade businesses already use AI answering. The ones still missing calls? They're losing to the ones that don't. esthetician.city — $79/mo.,https://esthetician.city/esthetician?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_esthetician_social_proof&utm_content=li_retarget_static_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/esthetics-hero.png,Get it now,ACTIVE
4H_2026_esthetician_awareness,ES-LI-RT-3,$79/mo. Cancel whenever.,No contracts. No setup fees. Just AI answering every call to your esthetics studio for $79/mo. You can cancel anytime. But you won't want to.,https://esthetician.city/esthetician?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_esthetician_risk_free&utm_content=li_retarget_static_3&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/esthetics-hero.png,See it live,ACTIVE
4H_2026_esthetician_awareness,ES-LI-VD-1,Hear it before you buy it.,[VIDEO] Hear what your esthetics studio callers hear when AI answers. Spoiler: it sounds great. esthetician.city — $79/mo.,https://esthetician.city/esthetician?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_esthetician_demo_call&utm_content=li_video_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/esthetics-hero.png,Hear it,ACTIVE
4H_2026_esthetician_awareness,ES-LI-VD-2,Before vs. after. One call.,"[VIDEO] Before: missed calls, lost jobs. After: AI answers every call 24/7. esthetician.city — the $79/mo upgrade your esthetics studio needs.",https://esthetician.city/esthetician?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_esthetician_before_after&utm_content=li_video_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/esthetics-hero.png,See it live,ACTIVE
4H_2026_shrink_awareness,LI-SH1,They called during their hardest moment,"New therapy patients call when they've finally decided to get help. That decision is fragile. If they call your practice and get voicemail, most of them don't call back — they call the next therapist on the list, or they stop trying altogether.",https://shrink.city/shrink?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_shrink_vulnerable-moment&utm_content=sh1_hk1_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/therapy-hero.jpg,See it live,ACTIVE
4H_2026_shrink_awareness,LI-SH2,You're in session when new patients call,"Therapists can't answer their phone during sessions. But new patients don't know your schedule — they just know you didn't pick up when they needed help. Saw.City answers warmly, gathers intake info, and schedules their first appointment.",https://shrink.city/shrink?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_shrink_in-session&utm_content=sh2_hk2_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/therapy-hero.jpg,Start free,ACTIVE
4H_2026_shrink_awareness,LI-SH3,Your referral partner sent them. You sent them to voicemail.,A psychiatrist or PCP refers a patient to your practice. The patient calls. It goes to voicemail. They don't leave a message. That referral is dead — and your referring partner may not send the next one. Saw.City ensures every referral gets answered.,https://shrink.city/shrink?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_shrink_referral&utm_content=sh3_hk3_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/therapy-hero.jpg,Hear it,ACTIVE
4H_2026_shrink_awareness,LI-SH4,Therapists are filling their caseloads,"Practitioners like you are already answering more calls with Saw.City. Private practice therapists using our AI capture new patient inquiries they used to miss between sessions. $79/mo, no contract.",https://shrink.city/shrink?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_shrink_retarget-social-proof&utm_content=sh4_hk4_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/therapy-hero.jpg,Start now,ACTIVE
4H_2026_shrink_awareness,LI-SH5,"One long-term patient = $6,000+/year","Saw.City costs $79/mo. One therapy patient averages $150–$200/session, weekly. That's $7,200–$10,400/year per patient. You're losing at least 1-2 new patient inquiries per week to voicemail. Do that math.",https://shrink.city/shrink?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_shrink_retarget-roi&utm_content=sh5_hk5_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/therapy-hero.jpg,Get it now,ACTIVE
4H_2026_shrink_awareness,LI-SH6,New patients answered. Your sessions protected.,You've been thinking about this. Therapists like you are using Saw.City to capture every new patient inquiry without interrupting active sessions. Setup: 15 minutes. Start now.,https://shrink.city/shrink?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_shrink_retarget-easy&utm_content=sh6_hk6_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/therapy-hero.jpg,Start free,ACTIVE
4H_2026_shrink_awareness,LI-SH7,They called when they needed help most. Voicemail.,HOOK: 'Someone worked up the courage to call a therapist for the first time.' Show the emotional weight of that call going to voicemail. Show them putting the phone down and not calling back. Saw.City answers with warmth. CTA: See it at shrink.city,https://shrink.city/shrink?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_shrink_video-vulnerable&utm_content=sh7_hk7_video&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/therapy-hero.jpg,See it live,ACTIVE
4H_2026_shrink_awareness,LI-SH8,Hear the AI answer for your practice,"HOOK: Play Saw.City handling a new patient inquiry — what they're seeking help with, insurance, availability, contact. Show the warmth and professionalism that earns trust. CTA: Try it free at shrink.city",https://shrink.city/shrink?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_shrink_video-demo&utm_content=sh8_hk8_video&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/therapy-hero.jpg,See it live,ACTIVE
4H_2026_finish_awareness,FC-LI-AW-1,Stop missing calls. Start winning jobs.,Finish carpenters who answer get the job. Simple. Every unanswered call is money walking out the door. finish.city — AI answers every call for $79/mo.,https://finish.city/finish?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_finish_missed_call&utm_content=li_aware_static_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/finish-carpentry-hero.png,See it live,ACTIVE
4H_2026_finish_awareness,FC-LI-AW-2,First to answer wins. Always.,The finish carpentry shop that answers first wins the job. Simple math. finish.city puts AI on your phones 24/7 for $79/mo.,https://finish.city/finish?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_finish_first_answer&utm_content=li_aware_static_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/finish-carpentry-hero.png,Hear it,ACTIVE
4H_2026_finish_awareness,FC-LI-AW-3,AI answers. You close the job.,What if every call to your finish carpentry shop got answered — even at 11pm? finish.city makes it real for $79/mo.,https://finish.city/finish?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_finish_ai_answers&utm_content=li_aware_static_3&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/finish-carpentry-hero.png,Start free,ACTIVE
4H_2026_finish_awareness,FC-LI-RT-1,Your competitors already answered.,Hundreds of trade businesses already use AI answering. The ones still missing calls? They're losing to the ones that don't. finish.city — $79/mo.,https://finish.city/finish?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_finish_social_proof&utm_content=li_retarget_static_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/finish-carpentry-hero.png,Get it now,ACTIVE
4H_2026_finish_awareness,FC-LI-RT-2,You've seen it. Now run it.,You checked out finish.city. Here's the real question: how many calls did you miss while reading this? Start for $79/mo.,https://finish.city/finish?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_finish_try_it&utm_content=li_retarget_static_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/finish-carpentry-hero.png,Start free,ACTIVE
4H_2026_finish_awareness,FC-LI-RT-3,$79/mo. Cancel whenever.,No contracts. No setup fees. Just AI answering every call to your finish carpentry shop for $79/mo. You can cancel anytime. But you won't want to.,https://finish.city/finish?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_finish_risk_free&utm_content=li_retarget_static_3&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/finish-carpentry-hero.png,See it live,ACTIVE
4H_2026_finish_awareness,FC-LI-VD-1,Hear it before you buy it.,[VIDEO] Hear what your finish carpentry shop callers hear when AI answers. Spoiler: it sounds great. finish.city — $79/mo.,https://finish.city/finish?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_finish_demo_call&utm_content=li_video_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/finish-carpentry-hero.png,Hear it,ACTIVE
4H_2026_finish_awareness,FC-LI-VD-2,Before vs. after. One call.,"[VIDEO] Before: missed calls, lost jobs. After: AI answers every call 24/7. finish.city — the $79/mo upgrade your finish carpentry shop needs.",https://finish.city/finish?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_finish_before_after&utm_content=li_video_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/finish-carpentry-hero.png,See it live,ACTIVE
4H_2026_fireprotection_awareness,FP-LI-AW-1,Stop missing calls. Start winning jobs.,Fire protection contracts go to whoever answers the GC first. Every unanswered call is money walking out the door. fireprotection.city — AI answers every call for $79/mo.,https://fireprotection.city/fireprotection?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_fireprotection_missed_call&utm_content=li_aware_static_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/fire-protection-hero.png,See it live,ACTIVE
4H_2026_fireprotection_awareness,FP-LI-AW-2,First to answer wins. Always.,The fire protection company that answers first wins the job. Simple math. fireprotection.city puts AI on your phones 24/7 for $79/mo.,https://fireprotection.city/fireprotection?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_fireprotection_first_answer&utm_content=li_aware_static_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/fire-protection-hero.png,Hear it,ACTIVE
4H_2026_fireprotection_awareness,FP-LI-AW-3,AI answers. You close the job.,What if every call to your fire protection company got answered — even at 11pm? fireprotection.city makes it real for $79/mo.,https://fireprotection.city/fireprotection?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_fireprotection_ai_answers&utm_content=li_aware_static_3&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/fire-protection-hero.png,Start free,ACTIVE
4H_2026_fireprotection_awareness,FP-LI-RT-1,Your competitors already answered.,Hundreds of trade businesses already use AI answering. The ones still missing calls? They're losing to the ones that don't. fireprotection.city — $79/mo.,https://fireprotection.city/fireprotection?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_fireprotection_social_proof&utm_content=li_retarget_static_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/fire-protection-hero.png,Get it now,ACTIVE
4H_2026_fireprotection_awareness,FP-LI-RT-2,You've seen it. Now run it.,You checked out fireprotection.city. Here's the real question: how many calls did you miss while reading this? Start for $79/mo.,https://fireprotection.city/fireprotection?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_fireprotection_try_it&utm_content=li_retarget_static_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/fire-protection-hero.png,Start free,ACTIVE
4H_2026_fireprotection_awareness,FP-LI-RT-3,$79/mo. Cancel whenever.,No contracts. No setup fees. Just AI answering every call to your fire protection company for $79/mo. You can cancel anytime. But you won't want to.,https://fireprotection.city/fireprotection?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_fireprotection_risk_free&utm_content=li_retarget_static_3&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/fire-protection-hero.png,See it live,ACTIVE
4H_2026_fireprotection_awareness,FP-LI-VD-1,Hear it before you buy it.,[VIDEO] Hear what your fire protection company callers hear when AI answers. Spoiler: it sounds great. fireprotection.city — $79/mo.,https://fireprotection.city/fireprotection?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_fireprotection_demo_call&utm_content=li_video_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/fire-protection-hero.png,Hear it,ACTIVE
4H_2026_fireprotection_awareness,FP-LI-VD-2,Before vs. after. One call.,"[VIDEO] Before: missed calls, lost jobs. After: AI answers every call 24/7. fireprotection.city — the $79/mo upgrade your fire protection company needs.",https://fireprotection.city/fireprotection?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_fireprotection_before_after&utm_content=li_video_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/fire-protection-hero.png,See it live,ACTIVE
4H_2026_groom_awareness,GM-LI-AW-1,Stop missing calls. Start winning jobs.,Pet owners book the first groomer who picks up. Every unanswered call is money walking out the door. groom.city — AI answers every call for $79/mo.,https://groom.city/groom?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_groom_missed_call&utm_content=li_aware_static_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/pet-grooming-hero.png,See it live,ACTIVE
4H_2026_groom_awareness,GM-LI-AW-2,First to answer wins. Always.,The grooming studio that answers first wins the job. Simple math. groom.city puts AI on your phones 24/7 for $79/mo.,https://groom.city/groom?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_groom_first_answer&utm_content=li_aware_static_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/pet-grooming-hero.png,Hear it,ACTIVE
4H_2026_groom_awareness,GM-LI-AW-3,AI answers. You close the job.,What if every call to your grooming studio got answered — even at 11pm? groom.city makes it real for $79/mo.,https://groom.city/groom?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_groom_ai_answers&utm_content=li_aware_static_3&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/pet-grooming-hero.png,Start free,ACTIVE
4H_2026_groom_awareness,GM-LI-RT-1,Your competitors already answered.,Hundreds of trade businesses already use AI answering. The ones still missing calls? They're losing to the ones that don't. groom.city — $79/mo.,https://groom.city/groom?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_groom_social_proof&utm_content=li_retarget_static_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/pet-grooming-hero.png,Get it now,ACTIVE
4H_2026_groom_awareness,GM-LI-RT-2,You've seen it. Now run it.,You checked out groom.city. Here's the real question: how many calls did you miss while reading this? Start for $79/mo.,https://groom.city/groom?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_groom_try_it&utm_content=li_retarget_static_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/pet-grooming-hero.png,Start free,ACTIVE
4H_2026_groom_awareness,GM-LI-RT-3,$79/mo. Cancel whenever.,No contracts. No setup fees. Just AI answering every call to your grooming studio for $79/mo. You can cancel anytime. But you won't want to.,https://groom.city/groom?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_groom_risk_free&utm_content=li_retarget_static_3&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/pet-grooming-hero.png,See it live,ACTIVE
4H_2026_groom_awareness,GM-LI-VD-1,Hear it before you buy it.,[VIDEO] Hear what your grooming studio callers hear when AI answers. Spoiler: it sounds great. groom.city — $79/mo.,https://groom.city/groom?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_groom_demo_call&utm_content=li_video_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/pet-grooming-hero.png,Hear it,ACTIVE
4H_2026_groom_awareness,GM-LI-VD-2,Before vs. after. One call.,"[VIDEO] Before: missed calls, lost jobs. After: AI answers every call 24/7. groom.city — the $79/mo upgrade your grooming studio needs.",https://groom.city/groom?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_groom_before_after&utm_content=li_video_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/pet-grooming-hero.png,See it live,ACTIVE
4H_2026_grout_awareness,GR-LI-AW-1,Stop missing calls. Start winning jobs.,Tile and grout jobs go to who answers. Period. Every unanswered call is money walking out the door. grout.city — AI answers every call for $79/mo.,https://grout.city/grout?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_grout_missed_call&utm_content=li_aware_static_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/tile-grout-hero.png,See it live,ACTIVE
4H_2026_grout_awareness,GR-LI-AW-2,First to answer wins. Always.,The tile crew that answers first wins the job. Simple math. grout.city puts AI on your phones 24/7 for $79/mo.,https://grout.city/grout?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_grout_first_answer&utm_content=li_aware_static_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/tile-grout-hero.png,Hear it,ACTIVE
4H_2026_grout_awareness,GR-LI-AW-3,AI answers. You close the job.,What if every call to your tile crew got answered — even at 11pm? grout.city makes it real for $79/mo.,https://grout.city/grout?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_grout_ai_answers&utm_content=li_aware_static_3&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/tile-grout-hero.png,Start free,ACTIVE
4H_2026_grout_awareness,GR-LI-RT-1,Your competitors already answered.,Hundreds of trade businesses already use AI answering. The ones still missing calls? They're losing to the ones that don't. grout.city — $79/mo.,https://grout.city/grout?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_grout_social_proof&utm_content=li_retarget_static_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/tile-grout-hero.png,Get it now,ACTIVE
4H_2026_grout_awareness,GR-LI-RT-2,You've seen it. Now run it.,You checked out grout.city. Here's the real question: how many calls did you miss while reading this? Start for $79/mo.,https://grout.city/grout?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_grout_try_it&utm_content=li_retarget_static_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/tile-grout-hero.png,Start free,ACTIVE
4H_2026_grout_awareness,GR-LI-RT-3,$79/mo. Cancel whenever.,No contracts. No setup fees. Just AI answering every call to your tile crew for $79/mo. You can cancel anytime. But you won't want to.,https://grout.city/grout?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_grout_risk_free&utm_content=li_retarget_static_3&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/tile-grout-hero.png,See it live,ACTIVE
4H_2026_grout_awareness,GR-LI-VD-1,Hear it before you buy it.,[VIDEO] Hear what your tile crew callers hear when AI answers. Spoiler: it sounds great. grout.city — $79/mo.,https://grout.city/grout?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_grout_demo_call&utm_content=li_video_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/tile-grout-hero.png,Hear it,ACTIVE
4H_2026_grout_awareness,GR-LI-VD-2,Before vs. after. One call.,"[VIDEO] Before: missed calls, lost jobs. After: AI answers every call 24/7. grout.city — the $79/mo upgrade your tile crew needs.",https://grout.city/grout?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_grout_before_after&utm_content=li_video_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/tile-grout-hero.png,See it live,ACTIVE
4H_2026_hitch_awareness,HI-LI-AW-1,Stop missing calls. Start winning jobs.,"Towing calls are emergencies. Miss it, lose it forever. Every unanswered call is money walking out the door. hitch.city — AI answers every call for $79/mo.",https://hitch.city/hitch?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_hitch_missed_call&utm_content=li_aware_static_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/towing-hero.png,See it live,ACTIVE
4H_2026_hitch_awareness,HI-LI-AW-2,First to answer wins. Always.,The tow operation that answers first wins the job. Simple math. hitch.city puts AI on your phones 24/7 for $79/mo.,https://hitch.city/hitch?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_hitch_first_answer&utm_content=li_aware_static_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/towing-hero.png,Hear it,ACTIVE
